,gmap_id,name,address,latitude,longitude,num_of_reviews,avg_rating,cluster,city,Ciudad,cluster_categories,positive_sentiment,negative_sentiment
908,0x80c2b141e732eba1:0xeba948af7f6dc06,Waikiki Hawaiian Grill,"Waikiki Hawaiian Grill, 243 Main St, El Segundo, CA 90245",33.918382,-118.41634,34,4.5,24,El Segundo,El Segundo,Restaurant supply store,7,0
909,0x80c32b5af9ed2159:0x3bff2973644096d9,Myungrang Hot Dog Rowland Heights (YES PLAZA),"Myungrang Hot Dog Rowland Heights (YES PLAZA), Located in YES PLAZA, 18180 Colima Rd #B, Rowland Heights, CA 91748",33.987294,-117.9075913,77,4.5,3,Rowland Heights,Rowland Heights,Restaurant,6,3
910,0x80c28f0f442baf11:0xabff0d843789f0b7,MichexGod,"MichexGod, 13066 Glenoaks Blvd, Sylmar, CA 91342",34.3081278,-118.4500565,58,4.8,3,San Fernando,Sylmar,Restaurant,10,1
911,0x80c29176fcd00001:0xc1b8d95a27061f02,Génesis Restaurant & Coffee Shop,"Génesis Restaurant & Coffee Shop, 10983 Glenoaks Blvd, Pacoima, CA 91331",34.2692248,-118.4077283,68,4.1,24,San Fernando,Pacoima,Restaurant supply store,6,0
912,0x80c2b685df681807:0xe3a474e719cdb4ac,Las Brisas Mexican Restaurant,"Las Brisas Mexican Restaurant, 11828 Hawthorne Blvd, Hawthorne, CA 90250",33.9266086,-118.3522443,38,4.2,4,Hawthorne,Hawthorne,Mexican restaurant,5,1
913,0x80dd3112fe91d3db:0x44a151d96023f712,7th Street Pizza,"7th Street Pizza, 1430 E 7th St, Long Beach, CA 90813",33.7752023,-118.1734737,66,4.5,2,Long Beach,Long Beach,Pizza restaurant,11,4
914,0x80c2c876916d9f37:0x82cb428902b8b3ac,Antojitos Tropicales,"Antojitos Tropicales, 3211 Maple Ave, Los Angeles, CA 90011",34.0183369,-118.2688381,58,4.4,4,Los Angeles,Los Angeles,Mexican restaurant,2,1
915,0x80dd2b0fe25fd999:0xc0789f22683d6829,BURGERIM LA MIRADA,"BURGERIM LA MIRADA, 15272 Rosecrans Ave, La Mirada, CA 90638",33.8972486,-118.0060722,18,3.9,3,La Mirada,La Mirada,Restaurant,3,1
916,0x80c2c9012203b9d9:0xa49508a254355b3d,SamSik E,"SamSik E, 2424 San Pedro St, Los Angeles, CA 90011",34.0225005,-118.2604736,34,4.5,0,Los Angeles,Los Angeles,Korean restaurant,5,1
917,0x80c2c596e8d16aff:0x9742c6af313789a1,Huerta Produce #2,"Huerta Produce #2, 1689 N Eastern Ave, Los Angeles, CA 90063",34.0611027,-118.1745893,28,4.6,3,East Los Angeles,Los Angeles,Restaurant,2,1
918,0x80c2b942a7b21d27:0xe069a2abe6b62207,O'woks L.A,"O'woks L.A, 8657 W Pico Blvd, Los Angeles, CA 90035",34.0543622,-118.3803608,58,4.4,11,Beverly Hills,Los Angeles,Asian restaurant,7,3
919,0x80c2bb4834342c45:0x110274cf785495d0,Tacos Punta Cabras,"Tacos Punta Cabras, 2311 Santa Monica Blvd, Santa Monica, CA 90404",34.0310794,-118.4773178,54,4.5,4,Santa Monica,Santa Monica,Mexican restaurant,10,5
920,0x80dd2d9f8d771d41:0xa532ae59bc136871,Mezza Mediterranean Grill,"Mezza Mediterranean Grill, 11688 South St #107, Artesia, CA 90701",33.857222199999995,-118.0847222,38,4.1,24,Artesia,Artesia,Restaurant supply store,10,2
921,0x80dd36234c91282f:0xf381d6fdf329f3b7,El Cuco Restaurant,"El Cuco Restaurant, 234 N Pacific Ave, San Pedro, CA 90731",33.7448072,-118.2876614,78,4.1,19,San Pedro,San Pedro,Latin American restaurant,5,2
922,0x80c2b0ad14d8dc71:0x7913d1b06444b033,Martini's Pizzeria,"Martini's Pizzeria, 6503 S Sepulveda Blvd, Los Angeles, CA 90045",33.9808278,-118.3953518,48,4.2,10,Culver City,Los Angeles,Pizza restaurant,4,3
923,0x80c2c3e035f36423:0x8c34ba77fdb698e0,Chipotle Mexican Grill,"Chipotle Mexican Grill, 1687 E Colorado Blvd, Pasadena, CA 91106",34.1462581,-118.1155796,16,4.5,1,Pasadena,Pasadena,Fast food restaurant,2,0
924,0x80c2c6376326ee05:0xff4c86b73ee3be37,Martha's Kitchen,"Martha's Kitchen, 507 East 4th St, Los Angeles, CA 90013",34.044844,-118.2411807,76,4.4,19,Los Angeles,Los Angeles,Latin American restaurant,12,2
925,0x80c2bf5be2df9667:0x14e93f30df968207,3rd Base LA,"3rd Base LA, 1564 N Cahuenga Blvd, Los Angeles, CA 90028",34.0996208,-118.3289871,108,4.2,3,Hollywood,Los Angeles,Restaurant,12,3
926,0x80e81e325fb4febf:0xc935955d183377,Mr. Chow,"Mr. Chow, 3835 Cross Creek Rd, Malibu, CA 90265",34.0355531,-118.6872033,27,3.7,6,Agoura,Malibu,Chinese restaurant,2,1
927,0x80c2c0fc7369e9f9:0xbc08b1c5b1fc430c,Corner Cuisine,"Corner Cuisine, 3277 N San Fernando Rd, Los Angeles, CA 90065",34.1174886,-118.2482069,54,4.2,25,Glendale,Los Angeles,Mediterranean restaurant,7,2
928,0x80c32839ff61e2f3:0x3a184af40424a5da,Subway,"Subway, 500 N Azusa Ave Suite 106, West Covina, CA 91791",34.0796452,-117.9072665,78,4.0,9,Covina,West Covina,Sandwich shop,6,2
929,0x80c29df7da4f1fbd:0x81844743d5bed39f,Hood baby soul food restaurant,"Hood baby soul food restaurant, 21418 Nordhoff St, Chatsworth, CA 91311",34.2353014,-118.5981494,47,3.3,24,Chatsworth,Chatsworth,Restaurant supply store,2,3
930,0x80c25bbfb6c3a149:0x807deff9c8d27f20,Xalisco Bar & Grill,"Xalisco Bar & Grill, 42525 10th St W, Lancaster, CA 93534",34.6554769,-118.1485046,38,4.1,3,Lancaster,Lancaster,Restaurant,4,0
931,0x80c2d7d5e0e443b5:0x9c2b90058473bada,Elephant Bar Restaurant,"Elephant Bar Restaurant, 200 S Vincent Ave, West Covina, CA 91790",34.0694209,-117.926319,38,3.8,24,West Covina,West Covina,Restaurant supply store,5,2
932,0x80c2ea0b4d543f13:0x88a6e60945ddc944,Magic Wok Chinese Restaurant,"Magic Wok Chinese Restaurant, 3313 N Verdugo Rd, Glendale, CA 91208",34.1989772,-118.2295716,65,4.4,11,La Crescenta-Montrose,Glendale,Asian restaurant,15,1
933,0x80c2c80ce76e6643:0xc63da5ad08336880,Golazo,"Golazo, 245 W Martin Luther King Jr Blvd, Los Angeles, CA 90037",34.011278,-118.2775897,53,4.2,4,Koreatown,Los Angeles,Mexican restaurant,4,0
934,0x80c2d9589b4c19bf:0xcb0107e6cb174351,Alitalia Pizza,"Alitalia Pizza, 899 W Foothill Blvd, Monrovia, CA 91016",34.1514069,-118.0184023,26,4.4,2,Monrovia,Monrovia,Pizza restaurant,5,0
935,0x80dd310bf62791f3:0x5dc46358f855c1e5,Thai Charcoal Pit,"Thai Charcoal Pit, 2226 E 7th St, Long Beach, CA 90804",33.774956,-118.165107,74,3.9,11,Long Beach,Long Beach,Asian restaurant,10,4
936,0x80dd2d715f563e0d:0x6532aa1c0904d511,Hot Dog on a Stick,"Hot Dog on a Stick, 121 Los Cerritos Center, Cerritos, CA 90703",33.8638204,-118.0932411,28,3.6,24,Artesia,Cerritos,Restaurant supply store,3,2
937,0x80c284b343c1a107:0x6d9493ae7b31d070,Subway,"Subway, 19753 Rinaldi St B, Northridge, CA 91326",34.2752096,-118.5635167,57,4.0,9,Chatsworth,Porter Ranch,Sandwich shop,4,2
938,0x80c2b7ddd52bbf7f:0x39b07cc686129c62,El Sancho Mexican Food,"El Sancho Mexican Food, 1600 W Slauson Ave, Los Angeles, CA 90047",33.9883856,-118.305582,28,4.2,4,Westmont,Los Angeles,Mexican restaurant,1,0
939,0x80c29c2282492701:0x86bae3ea1433e843,Aloha Poke,"Aloha Poke, 6600 Topanga Canyon Blvd Suite 1008, Canoga Park, CA 91303",34.1904354,-118.6032515,25,3.9,24,Canoga Park,Canoga Park,Restaurant supply store,1,1
940,0x80c2bfad7a984645:0xe5685a2d97395bf2,Ubatuba Açaí - Studio City,"Ubatuba Açaí - Studio City, 4377 Tujunga Ave, Studio City, CA 91604",34.1496094,-118.3791946,68,4.4,22,Studio City,Studio City,Caterer Restaurant,3,3
941,0x80c2b1a8d3a669e1:0xeadffee37d98e94c,Koobidé Kabob,"Koobidé Kabob, 11800 W Jefferson Blvd A, Los Angeles, CA 90230",33.9860216,-118.401532,93,4.2,25,Culver City,Culver City,Mediterranean restaurant,15,2
942,0x80c2baa2e60381a9:0x4b17eca87bb4e247,Leona,"Leona, 123 Washington Blvd, Venice, CA 90291",33.9802375,-118.4652851,78,4.1,8,Venice,Venice,American restaurant,8,7
943,0x80c29606d1ba976f:0xc859b798666fb25e,Pacific Cheesecake Company,"Pacific Cheesecake Company, 4820 Laurel Canyon Blvd, Valley Village, CA 91607",34.158249999999995,-118.3961111,18,4.1,24,Studio City,Valley Village,Restaurant supply store,5,0
944,0x80c2c6387a8f4e0b:0x9e2363635b5f2cf7,Oystars,"Oystars, 136 S Central Ave, Los Angeles, CA 90012",34.0481264,-118.2390586,28,4.2,3,Los Angeles,Los Angeles,Restaurant,3,1
945,0x80dd31a20629ed97:0x5bd1e3c329f56b77,Taqueria Los Tres Garcias,"Taqueria Los Tres Garcias, Long Beach, CA 90804",33.782608,-118.1500091,48,4.6,4,Long Beach,Long Beach,Mexican restaurant,5,0
946,0x80dd3624aecd9187:0x983d78fd08209810,Las Champas,"Las Champas, 111 N Pacific Ave, San Pedro, CA 90731",33.7435694,-118.2880694,98,3.9,24,San Pedro,San Pedro,Restaurant supply store,4,0
947,0x80c2962ede0ebecd:0x39632675a6d1a23f,Ameci Italian Kitchen,"Ameci Italian Kitchen, 4371, 1/2 Woodman Ave, Sherman Oaks, CA 91423",34.150118,-118.431548,44,4.5,10,Sherman Oaks,Sherman Oaks,Pizza restaurant,8,1
948,0x80c2cbc66aa26e2b:0x6f2ce308df5b81ad,K Pot Place,"K Pot Place, 15300 S Figueroa St #B, Gardena, CA 90248",33.8923733,-118.2827303,45,4.7,3,Gardena,Gardena,Restaurant,7,2
949,0x80c2baa30f3ea5c3:0x154813792a539acf,Wings,"Wings, 1 Washington Blvd, Venice, CA 90292",33.9792354,-118.4669517,28,4.3,28,Venice,Marina Del Rey,Chicken wings restaurant,1,1
950,0x80c2c87dd99c2a7f:0x886c2b2adb4b0526,Tacos Tortas & Burritos,"Tacos Tortas & Burritos, 2528 S Central Ave, Los Angeles, CA 90011",34.018825,-118.2547197,58,4.6,4,Los Angeles,Los Angeles,Mexican restaurant,3,0
951,0x80dd35c265f89e6d:0xd496d964480a630c,Carnitas El Mirador,"Carnitas El Mirador, 1163 Wilmington Blvd, Wilmington, CA 90744",33.786063,-118.2751531,33,4.7,26,West Carson,Wilmington,Mexican restaurant,1,0
952,0x80c2cfadf03f465f:0x9a60860e321fdfde,ZAMORA BROS. EAST LA,"ZAMORA BROS. EAST LA, 4771 East Cesar E Chavez Avenue, East Los Angeles, CA 90022",34.0407779,-118.1624781,28,4.5,4,East Los Angeles,Los Angeles,Mexican restaurant,3,1
953,0x80e827830eaef4b7:0x6461db5b610727b0,The Yard Thai Cuisine,"The Yard Thai Cuisine, 5889 Kanan Rd, Agoura Hills, CA 91301",34.157339,-118.75755,28,4.8,12,Agoura,Agoura Hills,Thai restaurant,5,1
954,0x80c2c3537e6954d5:0xc73d0073bd57922a,Frida Tacos – Campus Village,"Frida Tacos – Campus Village, 1731 E Colorado Blvd, Pasadena, CA 91106",34.1461843,-118.1148968,18,3.9,4,Pasadena,Pasadena,Mexican restaurant,1,1
955,0x80c2c57cd82d83bb:0x3fed93d362c6bfcb,Cocina Express,"Cocina Express, 4214 Floral Dr, Los Angeles, CA 90063",34.0440723,-118.1752533,107,4.3,3,East Los Angeles,Los Angeles,Restaurant,4,2
956,0x80c295932903e0a1:0xa60adc75bcfd74ce,Ruby's Coffee House,"Ruby's Coffee House, 10929 Burbank Blvd, North Hollywood, CA 91601",34.172398099999995,-118.3690391,74,4.4,21,North Hollywood,North Hollywood,Breakfast restaurant,10,2
957,0x80c2bf2d72baac65:0x56a135b51b357892,Friends & Family,"Friends & Family, 5150 Hollywood Blvd, Los Angeles, CA 90027",34.101579699999995,-118.3023972,15,4.6,3,Hollywood,Los Angeles,Restaurant,2,1
958,0x80c2b80e4cce4593:0x61262c1adf695a9f,Clemen's,"Clemen's, 3551 S Western Ave, Los Angeles, CA 90018",34.0236425,-118.3090602,87,4.4,24,Koreatown,Los Angeles,Restaurant supply store,10,1
959,0x80c2b56dd35d0679:0x4734d2d3d85b8105,Sushi Yoshi,"Sushi Yoshi, 2140 Artesia Blvd H, Torrance, CA 90504",33.8722012,-118.3171716,47,4.5,29,Gardena,Torrance,Japanese restaurant,6,0
960,0x80c2c9075807ed0b:0x39785d922f44e660,El Garibaldi,"El Garibaldi, 5019010004, Los Angeles, CA 90037",34.0039166,-118.2844774,24,4.4,4,Florence-Graham,Los Angeles,Mexican restaurant,2,0
961,0x80c2c7d837b30f6b:0x2c4d7a2b95c5bd2d,Hong Kong Express,"Hong Kong Express, 261 E Adams Blvd, Los Angeles, CA 90011",34.0238918,-118.2653845,68,4.2,6,Los Angeles,Los Angeles,Chinese restaurant,8,3
962,0x80dd355f0b1af6f1:0x1f5678fde0a14476,China Bowl Express,"China Bowl Express, 1225 W Carson St, Torrance, CA 90502",33.8322049,-118.2978268,38,4.0,6,West Carson,Torrance,Chinese restaurant,6,4
963,0x80c2b860b1ffc259:0xefaadcefec009ebd,Hermanos,"Hermanos, 3419 Venice Blvd, Los Angeles, CA 90019",34.0437825,-118.3219717,76,4.2,19,Koreatown,Los Angeles,Latin American restaurant,6,2
964,0x80c2b88b9eac1591:0x94303a3c95b8566d,House Of Breakfast,"House Of Breakfast, 3728 W Olympic Blvd, Los Angeles, CA 90019",34.053081,-118.3195059,38,4.0,3,Koreatown,Los Angeles,Restaurant,3,4
965,0x80c281a6c08b05a3:0x4e7f0c36f3474206,Chop Six,"Chop Six, 2826007016, Valencia, CA 91355",34.4213132,-118.5956887,98,3.3,3,Valencia,Valencia,Restaurant,8,4
966,0x80c291872c7c6bd7:0x273e45f93924446a,Chacha Tandoori,"Chacha Tandoori, 13920 Van Nuys Blvd, Arleta, CA 91331",34.2557743,-118.435606,76,4.5,24,San Fernando,Pacoima,Restaurant supply store,6,2
967,0x80c2c753f9bf1d15:0x6e5999b4e514eed6,Tulsi Indian Eatery,"Tulsi Indian Eatery, 408 S Main St, Los Angeles, CA 90013",34.0477826,-118.247296,48,4.7,32,Los Angeles,Los Angeles,Indian restaurant,6,1
968,0x80c29a4c1fee36eb:0xe0e25e7d20590fde,Subway,"Subway, 8672 Lindley Ave, Northridge, CA 91325",34.2283393,-118.5268993,18,3.9,9,Northridge,Northridge,Sandwich shop,2,1
969,0x80c2da75f59487ff:0x2ff867352c712093,Rice+Tea,"Rice+Tea, 10404 Valley Blvd, El Monte, CA 91733",34.0761342,-118.04648,37,4.2,11,El Monte,El Monte,Asian restaurant,7,0
970,0x80c2bace3c85ea4f:0xed6c3db2b6ebed28,LUIGI al TEATRO,"LUIGI al TEATRO, 3116 2nd St, Santa Monica, CA 90405",33.9980417,-118.4788083,56,4.5,15,Venice,Santa Monica,Italian restaurant,10,2
971,0x80c2c7e7173606b3:0x94d2963c6e14b179,Bella Pita USC,"Bella Pita USC, 3013 S Figueroa St, Los Angeles, CA 90007",34.0249032,-118.2787682,56,4.3,25,Koreatown,Los Angeles,Mediterranean restaurant,3,2
972,0x80c290d2f5556589:0xb55f9c2f8b49552,Tortas Ahogadas Las Originales,"Tortas Ahogadas Las Originales, 8401 Van Nuys Blvd, Panorama City, CA 91402",34.2229664,-118.4496003,78,4.1,22,Valley Glen,Panorama City,Caterer Restaurant,4,1
973,0x80c2cb3e7ccaba79:0xe6842dcb125a525a,No 1 Chef Chinese Food,"No 1 Chef Chinese Food, 843 W Gardena Blvd, Gardena, CA 90247",33.8818336,-118.2906047,25,4.2,6,Gardena,Gardena,Chinese restaurant,5,2
974,0x80c280a9a282d2e9:0xf3a894f129f38b2f,El Torito,"El Torito, 27510 The Old Rd, Valencia, CA 91355",34.4205993,-118.5826803,26,3.6,4,Stevenson Ranch,Valencia,Mexican restaurant,3,2
975,0x80c32b778fa1e7eb:0xbd0b076f0b081002,Sunny Dumpling House,"Sunny Dumpling House, 18481 Colima Rd, Rowland Heights, CA 91748",33.9891727,-117.9018087,68,3.5,6,Rowland Heights,Rowland Heights,Chinese restaurant,1,2
976,0x80c2c322d68340e7:0x793592f9fe733e4e,King Wok,"King Wok, 1249 N Lake Ave, Pasadena, CA 91104",34.167192799999995,-118.132878,28,4.4,6,Altadena,Pasadena,Chinese restaurant,6,0
977,0x80c290d80b9d9169:0xd4d684b916a2ad6f,Subway,"Subway, 9067 Woodman Ave, Arleta, CA 91331",34.2342964,-118.4404194,78,3.8,9,North Hills,Pacoima,Sandwich shop,5,4
978,0x80c2c7e19aaf7c3f:0x664530f35bf0e92,Rosso Oros Pizzeria,"Rosso Oros Pizzeria, 3522 S Figueroa St, Los Angeles, CA 90007",34.019575,-118.2811213,58,4.2,15,Koreatown,Los Angeles,Italian restaurant,7,3
979,0x80c2d7d0476eb187:0xf95a1d24c6c92eea,McDonald's,"McDonald's, 819 Plaza Dr, West Covina, CA 91790",34.0709111,-117.933099,28,3.1,9,West Covina,West Covina,Sandwich shop,1,5
980,0x80c2c1a1b694728d:0x4824321ac6ffc7d2,Spice Season (Glendale),"Spice Season (Glendale), 209 W Wilson Ave, Glendale, CA 91203",34.1482098,-118.2568765,28,4.7,12,Glendale,Glendale,Thai restaurant,9,1
981,0x80c2d751f0fe8219:0xb1f75c7a954127b4,El Sol Restaurante,"El Sol Restaurante, 12010 Ramona Blvd #11, El Monte, CA 91732",34.074707,-118.0121994,48,4.5,4,El Monte,El Monte,Mexican restaurant,5,0
982,0x80c32eaf13b1334b:0xe2b339e47508436e,Hibachi-San,"Hibachi-San, Bronco Student Center, 3801 W Temple Ave, Pomona, CA 91768",34.055943899999995,-117.8211882,25,4.1,29,Diamond Bar,Pomona,Japanese restaurant,4,2
983,0x80c3295f367ae0db:0x8c31097eb045bdbb,Queen's Kitchen,"Queen's Kitchen, 1233 N Grand Ave, Walnut, CA 91789",34.043816,-117.849264,25,4.5,6,Walnut,Walnut,Chinese restaurant,4,0
984,0x80c2c77d170f40cb:0xaa5d274d52fe3ff6,Choe Kang Jip,"Choe Kang Jip, 3470 W 6th St #3, Los Angeles, CA 90020",34.0633291,-118.2973745,28,4.5,0,Koreatown,Los Angeles,Korean restaurant,5,0
985,0x80c2c79172a4566b:0x44b3f45ef9e7585b,Subway,"Subway, 1600 S Hoover St, Los Angeles, CA 90006",34.0433626,-118.2837526,95,4.1,9,Koreatown,Los Angeles,Sandwich shop,5,2
986,0x80c280cd85276a7b:0x90a2b74ae9964427,The Oaks Grille,"The Oaks Grille, 26550 Heritage View Dr, Valencia, CA 91381",34.4028201,-118.5830971,48,4.2,24,Stevenson Ranch,Stevenson Ranch,Restaurant supply store,7,2
987,0x80c2cfafdbbbf0bd:0x6f94b1db8a8e02d8,Nando's Baja Dogs,"Nando's Baja Dogs, 436 S Atlantic Blvd, Los Angeles, CA 90022",34.0283792,-118.1544661,34,4.7,1,East Los Angeles,Los Angeles,Fast food restaurant,1,0
988,0x80c2bebdaee6875b:0x75cbe5d9c80c0508,Sushi Park,"Sushi Park, 8539 Sunset Blvd #20, West Hollywood, CA 90069",34.0938415,-118.3778077,106,4.7,17,West Hollywood,West Hollywood,Sushi Restaurant,8,1
989,0x80dd35d76d04e291:0x205f14e0c5cc17c0,China Wok Express,"China Wok Express, 104 W Anaheim St B, Wilmington, CA 90744",33.7796935,-118.2627002,94,4.3,6,West Carson,Wilmington,Chinese restaurant,10,4
990,0x80c2943ff4e7b90b:0xa602a179ac0d53f9,"Restaurante ""El Manantial""","Restaurante ""El Manantial"", 8221 San Fernando Rd, Sun Valley, CA 91352",34.2193988,-118.3697914,38,4.2,24,North Hollywood,Sun Valley,Restaurant supply store,3,0
991,0x80dd2de2f715e721:0x4cae437b4fabf0eb,Vinh Loi Tofu - Vegan Food - Cerritos,"Vinh Loi Tofu - Vegan Food - Cerritos, 11818 South St #101, Cerritos, CA 90703",33.857537,-118.0811848,85,4.8,27,Artesia,Cerritos,Health food restaurant,13,1
992,0x80c2d8fee7274493:0x953330cce86f95d,Wild Thyme Pizza,"Wild Thyme Pizza, 1740 E Huntington Dr #304, Duarte, CA 91010",34.1389721,-117.9671828,78,4.5,2,Duarte,Duarte,Pizza restaurant,14,6
993,0x80c2c69a4d67ac79:0x9864e9a9d1b6fa26,Junior Pizza,"Junior Pizza, 3520 N Figueroa St, Los Angeles, CA 90065",34.0886111,-118.2147222,108,4.3,10,Los Angeles,Los Angeles,Pizza restaurant,17,8
994,0x80c2c67da569e1d5:0xa873a3135a61189f,Five Star Chinese Food,"Five Star Chinese Food, 2706 N Broadway, Los Angeles, CA 90031",34.0734259,-118.2140064,68,4.0,6,Los Angeles,Los Angeles,Chinese restaurant,14,2
995,0x80c25998dcf1921d:0xdc11e86401141f89,Hot Dog on a Stick,"Hot Dog on a Stick, 1233 Rancho Vista Blvd #805, Palmdale, CA 93551",34.6050598,-118.1528395,28,4.1,1,Palmdale,Palmdale,Fast food restaurant,2,1
996,0x80c2b3eb77fef0a9:0x1acca35964cf7ffe,Darren's Restaurant + Bar,"Darren's Restaurant + Bar, 1141 Manhattan Ave, Manhattan Beach, CA 90266",33.885177299999995,-118.4111662,68,4.6,24,Manhattan Beach,Manhattan Beach,Restaurant supply store,10,0
997,0x80c297899a75b26d:0x938cb691e7323e0d,Tasty Chicken,"Tasty Chicken, 16101 Ventura Blvd, Encino, CA 91436",34.1571467,-118.4841157,98,4.8,21,Encino,Encino,Breakfast restaurant,7,0
998,0x80c297e4f3ac1d9d:0x483f5c8b7a9b727e,BurgerIM,"BurgerIM, 4806 Laurel Canyon Blvd, Valley Village, CA 91607",34.1579944,-118.3962169,48,4.0,28,Studio City,Valley Village,Chicken wings restaurant,12,1
999,0x80c2889465dde9d9:0x91c292eaec843af2,Sushi California,"Sushi California, 26921 Sierra Hwy, Newhall, CA 91321",34.406029,-118.4660638,98,4.2,5,Canyon Country,Newhall,Sushi Restaurant,16,5
1000,0x80c2bbfbf4680dd9:0xaeed2c240cb68b06,Saffron Restaurant,"Saffron Restaurant, 230 S Beverly Dr, Beverly Hills, CA 90212",34.0638886,-118.3988305,25,4.2,3,Beverly Hills,Beverly Hills,Restaurant,8,1
1001,0x80c29b7e2bd7ac5f:0xaa0341ca140e0f4,Sandwich Man,"Sandwich Man, 20456 Nordhoff St, Chatsworth, CA 91311",34.2315721,-118.5795595,78,4.5,24,Chatsworth,Winnetka,Restaurant supply store,16,2
1002,0x80c2cf63c85b8dd7:0x6748a2875d0b6e9f,La Cocina By: Don Manuel,"La Cocina By: Don Manuel, 4201 East Cesar E Chavez Avenue, Los Angeles, CA 90063",34.0408659,-118.1752456,26,4.6,24,East Los Angeles,Los Angeles,Restaurant supply store,1,1
1003,0x80c2b7a9178ac247:0x4c062f89f38bc385,Winchell’s Donuts,"Winchell’s Donuts, 4516 W Imperial Hwy, Inglewood, CA 90304",33.9306451,-118.3553045,38,4.2,3,Lennox,Inglewood,Restaurant,6,1
1004,0x80c25b95d1bae95b:0xc05580c2ab76a5c2,Ameci Pizza Kitchen,"Ameci Pizza Kitchen, 3869 W Rancho Vista Blvd, Palmdale, CA 93551",34.613095099999995,-118.1995259,26,4.6,3,Palmdale,Palmdale,Restaurant,3,1
1005,0x80c2be1475851bdb:0xda15a3c69512c84a,The Gadarene Swine,"The Gadarene Swine, 11266 Ventura Blvd, Studio City, CA 91604",34.1409715,-118.3753493,14,4.5,27,Universal City,Studio City,Health food restaurant,5,0
1006,0x80c32e1fddcbed8f:0x1c3c80e0df02fe7d,CHINA WOK Chinese Food,"CHINA WOK Chinese Food, 730 E Arrow Hwy, Pomona, CA 91767",34.0887178,-117.7377755,45,4.1,6,Claremont,Pomona,Chinese restaurant,5,2
1007,0x80c2c973d8d5248b:0x2c3b96d3040b10e3,Hong Kong Bowl,"Hong Kong Bowl, 1632 Firestone Blvd, Los Angeles, CA 90001",33.9599824,-118.2449117,87,4.5,6,Florence-Graham,Los Angeles,Chinese restaurant,8,1
1008,0x80c32a64b7f0df55:0x2042ca0435c75bea,Java Cafe Taiwanese Chef,"Java Cafe Taiwanese Chef, 17980 Castleton St, City of Industry, CA 91748",33.992102,-117.912478,75,4.3,20,Rowland Heights,Rowland Heights,Taiwanese restaurant,10,0
1009,0x80c2c8f7a8bf384d:0xf741637599ba3185,Tacos De Birria De Res,"Tacos De Birria De Res, 1400 E 51st St, Los Angeles, CA 90011",33.9964851,-118.2500355,116,4.6,4,Huntington Park,Los Angeles,Mexican restaurant,5,1
1010,0x80c32af42ca53363:0xfe77cebc85e0bf12,Jang Ga Nae Restaurant,"Jang Ga Nae Restaurant, 1722 Desire Ave #108, Rowland Heights, CA 91748",33.9869911,-117.895546,56,4.4,0,Rowland Heights,Rowland Heights,Korean restaurant,8,1
1011,0x80c2c695d4c49087:0x755d5616bf2d9df,La Especial,"La Especial, 700 Cypress Ave, Los Angeles, CA 90065",34.0909502,-118.2236988,28,4.4,4,Echo Park,Los Angeles,Mexican restaurant,2,0
1012,0x80c2c177759e5b65:0x7c6bc93c9c6f9bd4,LA Tacos & Kabobs,"LA Tacos & Kabobs, 4411 Eagle Rock Blvd, Los Angeles, CA 90041",34.1247315,-118.220905,35,4.9,1,Glendale,Los Angeles,Fast food restaurant,8,0
1013,0x80dd2d1930aa09b9:0x74b988d36b72699c,Si Gol Korean Restaurant,"90703 California, Cerritos, Norwalk Blvd, Si Gol Korean Restaurant",33.881027,-118.0724756,76,4.2,0,Artesia,Cerritos,Korean restaurant,3,0
1014,0x80c2c5e677d98c67:0x9265b3043a2bd2bf,MX 30-30 ll,"MX 30-30 ll, 5189 Alhambra Ave, Los Angeles, CA 90032",34.073471999999995,-118.1728055,44,4.8,4,South Pasadena,Los Angeles,Mexican restaurant,6,0
1015,0x80c2c103ec6d8a4f:0xdddfb08ef733942,Pizza Man,"Pizza Man, 627 E Colorado St, Glendale, CA 91205",34.143042699999995,-118.2472554,48,3.9,10,Glendale,Glendale,Pizza restaurant,7,3
1016,0x80dd31408d3e2d7b:0x2bd3648e8b71f40,Giraffe Ramen,"Giraffe Ramen, 1388 Daisy Ave, Long Beach, CA 90813",33.783777,-118.1988853,15,4.7,33,Long Beach,Long Beach,Asian restaurant Ramen,4,2
1017,0x80dd2d0942b4d4c3:0xfd63470355437a98,M’S Kitchen,"M’S Kitchen, 18323 Pioneer Blvd #5532, Artesia, CA 90701",33.8652209,-118.0826568,75,4.4,11,Artesia,Artesia,Asian restaurant,14,1
1018,0x80c29cc7231709fd:0x9a771a0395569357,Sushi USA,"Sushi USA, 9800 CA-27, Chatsworth, CA 91311",34.248641,-118.6055817,58,4.5,17,Chatsworth,Chatsworth,Sushi Restaurant,10,2
1019,0x80c2cefd076c1a9d:0xf09869e32df2e009,Rakken Tacos,"Rakken Tacos, 2444 S Atlantic Blvd, Commerce, CA 90040",34.0026458,-118.1679256,58,4.2,3,East Los Angeles,Los Angeles,Restaurant,9,4
1020,0x80c2cd2ad9719721:0xe54ced3fef8222af,Pescaderia y Restaurante DON CHEMA,"Pescaderia y Restaurante DON CHEMA, 9804 Atlantic Ave, South Gate, CA 90280",33.943056299999995,-118.1808112,13,4.8,23,Cudahy,South Gate,Seafood restaurant,2,1
